file,group,speaker,session,utterance,language,text
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S02/wav_arrayMic_M01S02_0002.wav,M_Dys,M01S,02,0002,en,
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S02/wav_arrayMic_M01S02_0003.wav,M_Dys,M01S,02,0003,en,Gadget
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S02/wav_arrayMic_M01S02_0004.wav,M_Dys,M01S,02,0004,en,Niii
../../data/torgo-audio/M_Dys/wav_arrayMic_M01S02/wav_arrayMic_M01S02_0005.wav,M_Dys,M01S,02,0005,en,The rays
../../data/torgo-audio/M_Dys/wav_arrayMic_M03S02/wav_arrayMic_M03S02_0001.wav,M_Dys,M03S,02,0001,en,Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy Auppy
../../data/torgo-audio/M_Dys/wav_arrayMic_M03S02/wav_arrayMic_M03S02_0002.wav,M_Dys,M03S,02,0002,en,Now.
../../data/torgo-audio/M_Dys/wav_arrayMic_M03S02/wav_arrayMic_M03S02_0003.wav,M_Dys,M03S,02,0003,en,No.
../../data/torgo-audio/M_Dys/wav_arrayMic_M03S02/wav_arrayMic_M03S02_0004.wav,M_Dys,M03S,02,0004,en,Farm.
../../data/torgo-audio/M_Dys/wav_arrayMic_M03S02/wav_arrayMic_M03S02_0005.wav,M_Dys,M03S,02,0005,en,Rain.
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S02/.wav,M_Dys,M04S,02,,en,The...
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0001.wav,M_Dys,M04S,02,0001,fr,"Appuyez, appuyez, appuyez"
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0002.wav,M_Dys,M04S,02,0002,en,"EBI, EBI, EBI, EBI."
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0003.wav,M_Dys,M04S,02,0003,en,"Bugger gut, bugger gut, bugger gut, bugger gut."
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S02/wav_arrayMic_M04S02_0004.wav,M_Dys,M04S,02,0004,en,"Relax your mouth. Oh, it's okay. Just stay like that. Just relax your mouth and just..."
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S02/wav_arrayMic_M02S02_0074.wav,M_Dys,M02S,02,0074,en,I'm gonna hold it steady for three seconds and stop. Perfect.
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S02/wav_arrayMic_M02S02_0076.wav,M_Dys,M02S,02,0076,en,The Whoa!
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S02/wav_arrayMic_M02S02_0077.wav,M_Dys,M02S,02,0077,en,Well
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S02/wav_arrayMic_M02S02_0078.wav,M_Dys,M02S,02,0078,en,The time will join us in a小小小小小小小小小
../../data/torgo-audio/M_Dys/wav_arrayMic_M02S02/wav_arrayMic_M02S02_0080.wav,M_Dys,M02S,02,0080,en,and
../../data/torgo-audio/M_Dys/wav_headMic_M05S02/wav_headMic_M05S02_0001.wav,M_Dys,M05S,02,0001,en,Today's date. Yeah. It is February 13th.
../../data/torgo-audio/M_Dys/wav_headMic_M05S02/wav_headMic_M05S02_0002.wav,M_Dys,M05S,02,0002,en,Where were you while we were away?
../../data/torgo-audio/M_Dys/wav_headMic_M05S02/wav_headMic_M05S02_0003.wav,M_Dys,M05S,02,0003,en,boot
../../data/torgo-audio/M_Dys/wav_headMic_M05S02/wav_headMic_M05S02_0004.wav,M_Dys,M05S,02,0004,ru,Сиды.
../../data/torgo-audio/M_Dys/wav_headMic_M05S02/wav_headMic_M05S02_0005.wav,M_Dys,M05S,02,0005,en,Explore
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S01/wav_arrayMic_M04S01_0001.wav,M_Dys,M04S,01,0001,en,We'll see you next time.
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S01/wav_arrayMic_M04S01_0002.wav,M_Dys,M04S,01,0002,fr,"Iba, Iba, Iba, Iba, Iba, Iba, Iba."
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S01/wav_arrayMic_M04S01_0003.wav,M_Dys,M04S,01,0003,fr,"Appuyez, appuyez, appuyez, appuyez, appuyez, appuyez, appuyez."
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S01/wav_arrayMic_M04S01_0004.wav,M_Dys,M04S,01,0004,en,The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
../../data/torgo-audio/M_Dys/wav_arrayMic_M04S01/wav_arrayMic_M04S01_0005.wav,M_Dys,M04S,01,0005,en,The curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve curve
